Jornal,Coluna,Palavra,Data,Data formatada,Metaforico,Título,,Link,,stringado
Folha de S. Paulo,Mercado,Esquizofrenia,12 de agosto de 2005,12/08/2005,Sim,Os bons resultados das privatizações,"""",https://www1.folha.uol.com.br/fsp/dinheiro/fi1208200503.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi1208200503.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,12/09/2005,12/09/2005,Sim,"Inflação interferiu na definição do reajuste da gasolina, diz Gabrielli","""",https://www1.folha.uol.com.br/folha/dinheiro/ult91u100205.shtml,""",","""https://www1.folha.uol.com.br/folha/dinheiro/ult91u100205.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,11 de outubro de 2005,11/10/2005,Sim,Feira amplia elo entre países da língua portuguesa,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1110200509.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1110200509.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,03/02/2006,03/02/2006,Sim,"""Boa Noite e Boa Sorte"" fala sobre esquizofrenia dos EUA no pós-Guerra","""",https://www1.folha.uol.com.br/folha/ilustrada/ult90u57434.shtml,""",","""https://www1.folha.uol.com.br/folha/ilustrada/ult90u57434.shtml"","
Folha de S. Paulo,BBC,Esquizofrenia,03/03/2006,03/03/2006,Sim,Republicano chama Bush de impostor em livro,"""",https://www1.folha.uol.com.br/folha/bbc/ult272u51400.shtml,""",","""https://www1.folha.uol.com.br/folha/bbc/ult272u51400.shtml"","
Folha de S. Paulo,Acontece,Esquizofrenia,08 de abril de 2006,08/04/2006,Sim,"Didatismo limita alcance de ""O Fingidor""","""",https://www1.folha.uol.com.br/fsp/acontece/ac0804200608.htm,""",","""https://www1.folha.uol.com.br/fsp/acontece/ac0804200608.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,16 de abril de 2006,16/04/2006,Sim,Os novos durões,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1604200606.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1604200606.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,06 de maio de 2006,06/05/2006,Sim,Perplexidade de um morador do Rio,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0605200623.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0605200623.htm"","
Folha de S. Paulo,Poder,Esquizofrenia,23/06/2006,23/06/2006,Sim,"Alencar era o caminho natural na chapa de Lula, diz Berzoini","""",https://www1.folha.uol.com.br/folha/brasil/ult96u79777.shtml,""",","""https://www1.folha.uol.com.br/folha/brasil/ult96u79777.shtml"","
Folha de S. Paulo,Poder,Esquizofrenia,01/08/2006,01/08/2006,Sim,Líder do PSB inicia movimento para votar reforma política,"""",https://www1.folha.uol.com.br/folha/brasil/ult96u80903.shtml,""",","""https://www1.folha.uol.com.br/folha/brasil/ult96u80903.shtml"","
Folha de S. Paulo,Opinião,Esquizofrenia,04 de agosto de 2006,04/08/2006,Sim,Esquizofrenia na educação e cultura,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz0408200609.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz0408200609.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,10 de agosto de 2006,10/08/2006,Sim,Extremistas minam esperança,"""",https://www1.folha.uol.com.br/fsp/mundo/ft1008200605.htm,""",","""https://www1.folha.uol.com.br/fsp/mundo/ft1008200605.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,23 de agosto de 2006,23/08/2006,Sim,Há espaço para ações afirmativas no país?,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz2308200609.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz2308200609.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,29 de agosto de 2006,29/08/2006,Sim,Cinema sem risco,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2908200607.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2908200607.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,15 de setembro de 2006,15/09/2006,Sim,Bravata infeliz,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz1509200601.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz1509200601.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,29 de setembro de 2006,29/09/2006,Sim,Filme de horror de tom documental patina no final ao evitar ambigüidade,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2909200624.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2909200624.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,30/10/2006,30/10/2006,Sim,Sapo verde amazônico,"""",https://www1.folha.uol.com.br/folha/bbc/ult272u58184.shtml,""",","""https://www1.folha.uol.com.br/folha/bbc/ult272u58184.shtml"","
Folha de S. Paulo,+mais!,Esquizofrenia,25 de março de 2007,25/03/2007,Sim,RAP and roll,"""",https://www1.folha.uol.com.br/fsp/mais/fs2503200716.htm,""",","""https://www1.folha.uol.com.br/fsp/mais/fs2503200716.htm"","
Folha de S. Paulo,Folhateen,Esquizofrenia,26 de março de 2007,26/03/2007,Sim,UNPLUGGED,"""",https://www1.folha.uol.com.br/fsp/folhatee/fm2603200717.htm,""",","""https://www1.folha.uol.com.br/fsp/folhatee/fm2603200717.htm"","
Folha de S. Paulo,Poder,Esquizofrenia,17/07/2007,17/07/2007,Sim,Renan diz que vai colaborar com investigação e critica esquizofrenia,"""",https://www1.folha.uol.com.br/poder/2007/07/312693-renan-diz-que-vai-colaborar-com-investigacao-e-critica-esquizofrenia.shtml,""",","""https://www1.folha.uol.com.br/poder/2007/07/312693-renan-diz-que-vai-colaborar-com-investigacao-e-critica-esquizofrenia.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,22 de julho de 2007,22/07/2007,Sim,Quem precisa de televisão?,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2207200719.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2207200719.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,24 de julho de 2007,24/07/2007,Sim,Baladas escondem uso da eletrônica,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2407200709.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2407200709.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,24/07/2007,24/07/2007,Sim,"Brasil vive ""esquizofrenia informativa"" em torno de acidente, diz jornal","""",https://www1.folha.uol.com.br/bbc/2007/07/314540-brasil-vive-esquizofrenia-informativa-em-torno-de-acidente-diz-jornal.shtml,""",","""https://www1.folha.uol.com.br/bbc/2007/07/314540-brasil-vive-esquizofrenia-informativa-em-torno-de-acidente-diz-jornal.shtml"","
Folha de S. Paulo,Mundo,Esquizofrenia,24/07/2007,24/07/2007,Sim,Mídia internacional divulga críticas a caos aéreo brasileiro,"""",https://www1.folha.uol.com.br/mundo/2007/07/314628-midia-internacional-divulga-criticas-a-caos-aereo-brasileiro.shtml,""",","""https://www1.folha.uol.com.br/mundo/2007/07/314628-midia-internacional-divulga-criticas-a-caos-aereo-brasileiro.shtml"","
Folha de S. Paulo,Brasil,Esquizofrenia,25 de julho de 2007,25/07/2007,Sim,ESQUIZOFRENIA,"""",https://www1.folha.uol.com.br/fsp/brasil/fc2507200717.htm,""",","""https://www1.folha.uol.com.br/fsp/brasil/fc2507200717.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,12 de agosto de 2007,12/08/2007,Sim,Série vê Cuba em choque constante,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1208200710.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1208200710.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,17/08/2007,17/08/2007,Sim,"Remake de ""A Morte Pede Carona"" sai inferior ao original","""",https://www1.folha.uol.com.br/ilustrada/2007/08/320734-remake-de-a-morte-pede-carona-sai-inferior-ao-original.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2007/08/320734-remake-de-a-morte-pede-carona-sai-inferior-ao-original.shtml"","
Folha de S. Paulo,Poder,Esquizofrenia,04/09/2007,04/09/2007,Sim,Renan defende voto secreto e diz que acusações são mentirosas,"""",https://www1.folha.uol.com.br/poder/2007/09/325696-renan-defende-voto-secreto-e-diz-que-acusacoes-sao-mentirosas.shtml,""",","""https://www1.folha.uol.com.br/poder/2007/09/325696-renan-defende-voto-secreto-e-diz-que-acusacoes-sao-mentirosas.shtml"","
Folha de S. Paulo,Brasil,Esquizofrenia,25 de setembro de 2007,25/09/2007,Sim,"Serra defende Aécio e fica ""em cima do muro"" com Azeredo","""",https://www1.folha.uol.com.br/fsp/brasil/fc2509200716.htm,""",","""https://www1.folha.uol.com.br/fsp/brasil/fc2509200716.htm"","
Folha de S. Paulo,Esporte,Esquizofrenia,28 de setembro de 2007,28/09/2007,Sim,"Um oferecimento, McLaren","""",https://www1.folha.uol.com.br/fsp/esporte/fk2809200716.htm,""",","""https://www1.folha.uol.com.br/fsp/esporte/fk2809200716.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,29 de dezembro de 2007,29/12/2007,Sim,"O ano em que ficamos ""sustentáveis""","""",https://www1.folha.uol.com.br/fsp/opiniao/fz2912200706.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz2912200706.htm"","
Folha de S. Paulo,BBC,Esquizofrenia,19/01/2008,19/01/2008,Sim,"Lula optou pela opressão, diz dissidente cubano","""",https://www1.folha.uol.com.br/bbc/2008/01/365119-lula-optou-pela-opressao-diz-dissidente-cubano.shtml,""",","""https://www1.folha.uol.com.br/bbc/2008/01/365119-lula-optou-pela-opressao-diz-dissidente-cubano.shtml"","
Folha de S. Paulo,Acontece,Esquizofrenia,30 de janeiro de 2008,30/01/2008,Sim,Mínimo de cenário,"""",https://www1.folha.uol.com.br/fsp/acontece/ac3001200803.htm,""",","""https://www1.folha.uol.com.br/fsp/acontece/ac3001200803.htm"","
Folha de S. Paulo,+mais!,Esquizofrenia,24 de fevereiro de 2008,24/02/2008,Sim,O Rambo da periferia,"""",https://www1.folha.uol.com.br/fsp/mais/fs2402200806.htm,""",","""https://www1.folha.uol.com.br/fsp/mais/fs2402200806.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,12 de março de 2008,12/03/2008,Sim,O real e os irrealismos cambiais,"""",https://www1.folha.uol.com.br/fsp/dinheiro/fi1203200808.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi1203200808.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,30 de março de 2008,30/03/2008,Sim,"""No curto prazo, o melhor é elevar os juros""","""",https://www1.folha.uol.com.br/fsp/dinheiro/fi3003200812.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi3003200812.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,01 de abril de 2008,01/04/2008,Sim,"Documentário vê Paulo Gracindo ""de filho para pai""","""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0104200818.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0104200818.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,18 de abril de 2008,18/04/2008,Sim,Economia informal cresce acima do PIB,"""",https://www1.folha.uol.com.br/fsp/dinheiro/fi1804200828.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi1804200828.htm"","
Folha de S. Paulo,Acontece,Esquizofrenia,21 de junho de 2008,21/06/2008,Sim,Individuais de Leonilson e Edith Derdyk discutem espaço e forma,"""",https://www1.folha.uol.com.br/fsp/acontece/ac2106200803.htm,""",","""https://www1.folha.uol.com.br/fsp/acontece/ac2106200803.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,21 de junho de 2008,21/06/2008,Sim,Livro desonra influência da ficção científica de Philip K. Dick,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2106200818.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2106200818.htm"","
Folha de S. Paulo,Cotidiano,Esquizofrenia,30 de junho de 2008,30/06/2008,Sim,"Relatora da ONU vê ""esquizofrenia"" em política federal para a habitação","""",https://www1.folha.uol.com.br/fsp/cotidian/ff3006200822.htm,""",","""https://www1.folha.uol.com.br/fsp/cotidian/ff3006200822.htm"","
Folha de S. Paulo,Poder,Esquizofrenia,30/07/2008,30/07/2008,Sim,Blog do Josias: Campanha de tucanos traz a marca da esquizofrenia,"""",https://www1.folha.uol.com.br/poder/2008/07/427586-blog-do-josias-campanha-de-tucanos-traz-a-marca-da-esquizofrenia.shtml,""",","""https://www1.folha.uol.com.br/poder/2008/07/427586-blog-do-josias-campanha-de-tucanos-traz-a-marca-da-esquizofrenia.shtml"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,03/08/2008,03/08/2008,Sim,Olimpíada,"""",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/428937-eleicoes-olimpiada-defensoria-gil-educacao-advogados-alimentos-niobio.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/428937-eleicoes-olimpiada-defensoria-gil-educacao-advogados-alimentos-niobio.shtml"","
Folha de S. Paulo,Mercado,Esquizofrenia,21/08/2008,21/08/2008,Sim,Governadores criticam debate sobre criação de estatal do pré-sal,"""",https://www1.folha.uol.com.br/mercado/2008/08/436367-governadores-criticam-debate-sobre-criacao-de-estatal-do-pre-sal.shtml,""",","""https://www1.folha.uol.com.br/mercado/2008/08/436367-governadores-criticam-debate-sobre-criacao-de-estatal-do-pre-sal.shtml"","
Folha de S. Paulo,Mercado,Esquizofrenia,22 de agosto de 2008,22/08/2008,Sim,Estados se unem contra mudanças,"""",https://www1.folha.uol.com.br/fsp/dinheiro/fi2208200805.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi2208200805.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,02 de setembro de 2008,02/09/2008,Sim,ESQUIZOFRENIA,"""",https://www1.folha.uol.com.br/fsp/mundo/ft0209200804.htm,""",","""https://www1.folha.uol.com.br/fsp/mundo/ft0209200804.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,29/09/2008,29/09/2008,Sim,Pastores americanos pedem que fiéis não votem em Obama,"""",https://www1.folha.uol.com.br/mundo/2008/09/450114-pastores-americanos-pedem-que-fieis-nao-votem-em-obama.shtml,""",","""https://www1.folha.uol.com.br/mundo/2008/09/450114-pastores-americanos-pedem-que-fieis-nao-votem-em-obama.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,06 de outubro de 2008,06/10/2008,Sim,"""É preciso entender o público antes de abater o artista""","""",https://www1.folha.uol.com.br/fsp/ilustrad/fq0610200820.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq0610200820.htm"","
Folha de S. Paulo,+mais!,Esquizofrenia,12 de outubro de 2008,12/10/2008,Sim,Conceito e ruptura,"""",https://www1.folha.uol.com.br/fsp/mais/fs1210200811.htm,""",","""https://www1.folha.uol.com.br/fsp/mais/fs1210200811.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,23/10/2008,23/10/2008,Sim,"Aumentar juros agora é esquizofrenia, diz CNI","""",https://www1.folha.uol.com.br/mercado/2008/10/459380-aumentar-juros-agora-e-esquizofrenia-diz-cni.shtml,""",","""https://www1.folha.uol.com.br/mercado/2008/10/459380-aumentar-juros-agora-e-esquizofrenia-diz-cni.shtml"","
Folha de S. Paulo,Opinião,Esquizofrenia,04 de novembro de 2008,04/11/2008,Sim,Técnicas alimentares: saúde ou doença?,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz0411200809.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz0411200809.htm"","
Folha de S. Paulo,Brasil,Esquizofrenia,02 de dezembro de 2008,02/12/2008,Sim,"Partidarização de servidores públicos é nociva, diz Mendes","""",https://www1.folha.uol.com.br/fsp/brasil/fc0212200802.htm,""",","""https://www1.folha.uol.com.br/fsp/brasil/fc0212200802.htm"","
Folha de S. Paulo,Mercado,Esquizofrenia,12 de dezembro de 2008,12/12/2008,Sim,Ação pode ajudar mais na política do que na economia,"""",https://www1.folha.uol.com.br/fsp/dinheiro/fi1212200803.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi1212200803.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,21 de dezembro de 2008,21/12/2008,Sim,PAINEL DO LEITOR,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz2112200810.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz2112200810.htm"","
Folha de S. Paulo,Brasil,Esquizofrenia,25 de janeiro de 2009,25/01/2009,Sim,"BARACK LÁ, BUSH CÁ","""",https://www1.folha.uol.com.br/fsp/brasil/fc2501200913.htm,""",","""https://www1.folha.uol.com.br/fsp/brasil/fc2501200913.htm"","
Folha de S. Paulo,Veículos,Esquizofrenia,15 de março de 2009,15/03/2009,Sim,É brincadeira,"""",https://www1.folha.uol.com.br/fsp/veiculos/cv1503200901.htm,""",","""https://www1.folha.uol.com.br/fsp/veiculos/cv1503200901.htm"","
Folha de S. Paulo,Acontece,Esquizofrenia,21 de março de 2009,21/03/2009,Sim,Laura Finocchiaro mostra suas várias facetas em shows,"""",https://www1.folha.uol.com.br/fsp/acontece/ac2103200901.htm,""",","""https://www1.folha.uol.com.br/fsp/acontece/ac2103200901.htm"","
Folha de S. Paulo,Opinião,Esquizofrenia,25 de março de 2009,25/03/2009,Sim,A resiliência do PMDB,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz2503200904.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz2503200904.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,28 de março de 2009,28/03/2009,Sim,Filme sobre o tédio usa estética de comercial,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq2803200920.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq2803200920.htm"","
Folha de S. Paulo,Acontece,Esquizofrenia,16 de abril de 2009,16/04/2009,Sim,Artista da Califórnia cria limbo de surfista,"""",https://www1.folha.uol.com.br/fsp/acontece/ac1604200906.htm,""",","""https://www1.folha.uol.com.br/fsp/acontece/ac1604200906.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,20 de abril de 2009,20/04/2009,Sim,Liderança errática de Bento 16 gera crise na igreja,"""",https://www1.folha.uol.com.br/fsp/mundo/ft2004200915.htm,""",","""https://www1.folha.uol.com.br/fsp/mundo/ft2004200915.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,18 de maio de 2009,18/05/2009,Sim,HQ sobre índios une arte e antropologia,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1805200916.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1805200916.htm"","
Folha de S. Paulo,Painel do leitor,Esquizofrenia,08/06/2009,08/06/2009,Sim,Educação,"""",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/577909-avioes-petrobras-trem-bala-greve-na-usp-educacao.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/577909-avioes-petrobras-trem-bala-greve-na-usp-educacao.shtml"","
Folha de S. Paulo,Opinião,Esquizofrenia,11 de junho de 2009,11/06/2009,Sim,USP: faz de conta e violência,"""",https://www1.folha.uol.com.br/fsp/opiniao/fz1106200909.htm,""",","""https://www1.folha.uol.com.br/fsp/opiniao/fz1106200909.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,31 de julho de 2009,31/07/2009,Sim,Majors investem menos no cinema brasileiro,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq3107200911.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq3107200911.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,12 de agosto de 2009,12/08/2009,Sim,"Sem embaixador, Manuel Zelaya se reúne com Lula hoje no Brasil","""",https://www1.folha.uol.com.br/fsp/mundo/ft1208200904.htm,""",","""https://www1.folha.uol.com.br/fsp/mundo/ft1208200904.htm"","
Folha de S. Paulo,Poder,Esquizofrenia,18/08/2009,18/08/2009,Sim,Tarso diz que partidos têm esquizofrenia e minimiza apoio do PMDB a Yeda,"""",https://www1.folha.uol.com.br/poder/2009/08/611472-tarso-diz-que-partidos-tem-esquizofrenia-e-minimiza-apoio-do-pmdb-a-yeda.shtml,""",","""https://www1.folha.uol.com.br/poder/2009/08/611472-tarso-diz-que-partidos-tem-esquizofrenia-e-minimiza-apoio-do-pmdb-a-yeda.shtml"","
Folha de S. Paulo,Mercado,Esquizofrenia,06 de setembro de 2009,06/09/2009,Sim,"Brasileira entra no ranking de ""quem faz o Reino Unido sorrir""","""",https://www1.folha.uol.com.br/fsp/dinheiro/fi0609200915.htm,""",","""https://www1.folha.uol.com.br/fsp/dinheiro/fi0609200915.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,18 de setembro de 2009,18/09/2009,Sim,Washington aliena aliados ao atender a pleito russo,"""",https://www1.folha.uol.com.br/fsp/mundo/ft1809200903.htm,""",","""https://www1.folha.uol.com.br/fsp/mundo/ft1809200903.htm"","
Folha de S. Paulo,Mundo,Esquizofrenia,09/11/2009,09/11/2009,Sim,Porta-voz anunciou equivocadamente a queda do muro de Berlim; leia trecho,"""",https://www1.folha.uol.com.br/mundo/2009/11/649589-porta-voz-anunciou-equivocadamente-a-queda-do-muro-de-berlim-leia-trecho.shtml,""",","""https://www1.folha.uol.com.br/mundo/2009/11/649589-porta-voz-anunciou-equivocadamente-a-queda-do-muro-de-berlim-leia-trecho.shtml"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,11 de dezembro de 2009,11/12/2009,Sim,Governo defende filmes populares,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1112200914.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1112200914.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,17 de dezembro de 2009,17/12/2009,Sim,Altos e baixos de uma nação,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1712200908.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1712200908.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrenia,10 de janeiro de 2010,10/01/2010,Sim,Caixa revê período mais criativo de Jorge Ben,"""",https://www1.folha.uol.com.br/fsp/ilustrad/fq1001201012.htm,""",","""https://www1.folha.uol.com.br/fsp/ilustrad/fq1001201012.htm"","
Folha de S. Paulo,+mais!,Esquizofrenia,18 de abril de 2010,18/04/2010,Sim,POLÍTICA EXTREMA,"""",https://www1.folha.uol.com.br/fsp/mais/fs1804201006.htm,""",","""https://www1.folha.uol.com.br/fsp/mais/fs1804201006.htm"","
Folha de S. Paulo,Livraria da Folha,Esquizofrenia,23/05/2010,23/05/2010,Sim,"Para Joca Reiners Terron, você pode ser quem quiser na rede, games e metrópoles","""",https://www1.folha.uol.com.br/folha/livrariadafolha/738695-para-joca-reiners-terron-voce-pode-ser-quem-quiser-na-rede-games-e-metropoles.shtml,""",","""https://www1.folha.uol.com.br/folha/livrariadafolha/738695-para-joca-reiners-terron-voce-pode-ser-quem-quiser-na-rede-games-e-metropoles.shtml"","
Folha de S. Paulo,Veículos,Esquizofrenia,04 de julho de 2010,04/07/2010,Sim,Tamanho família,"""",https://www1.folha.uol.com.br/fsp/veiculos/cv0407201001.htm,""",","""https://www1.folha.uol.com.br/fsp/veiculos/cv0407201001.htm"","
Folha de S. Paulo,Ilustrada,Esquizofrênico,12.set.2020,12/09/2020,Sim,Grito de Marielle Franco é instante mais catártico de musical de Spike Lee,"""",https://www1.folha.uol.com.br/ilustrada/2020/09/grito-de-marielle-franco-e-instante-mais-catartico-de-musical-de-spike-lee.shtml,""",","""https://www1.folha.uol.com.br/ilustrada/2020/09/grito-de-marielle-franco-e-instante-mais-catartico-de-musical-de-spike-lee.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,1º.jun.2020,01/06/2020,Sim,"Fogo, última gota sobre a Amazônia","""",https://www1.folha.uol.com.br/colunas/marceloleite/2020/06/fogo-ultima-gota-sobre-a-amazonia.shtml,""",","""https://www1.folha.uol.com.br/colunas/marceloleite/2020/06/fogo-ultima-gota-sobre-a-amazonia.shtml"","
Folha de S. Paulo,Painel do leitor,Esquizofrênico,13.abr.2020,13/04/2020,Sim,"Para leitor, na pandemia, Bolsonaro passou de mito a mico","""",https://www1.folha.uol.com.br/paineldoleitor/2020/04/para-leitor-na-pandemia-bolsonaro-passou-de-mito-a-mico.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/2020/04/para-leitor-na-pandemia-bolsonaro-passou-de-mito-a-mico.shtml"","
Folha de S. Paulo,Painel do leitor,Esquizofrênico,11.abr.2020,11/04/2020,Sim,Leitor quer que Bolsonaro divulgue resultado de seu exame,"""",https://www1.folha.uol.com.br/paineldoleitor/2020/04/leitor-quer-que-bolsonaro-divulgue-resultado-de-seu-exame.shtml,""",","""https://www1.folha.uol.com.br/paineldoleitor/2020/04/leitor-quer-que-bolsonaro-divulgue-resultado-de-seu-exame.shtml"","
Folha de S. Paulo,Colunas,Esquizofrênico,6.mar.2020,06/03/2020,Sim,O famoso Daniel,"""",https://www1.folha.uol.com.br/colunas/tatibernardi/2020/03/o-famoso-daniel.shtml,""",","""https://www1.folha.uol.com.br/colunas/tatibernardi/2020/03/o-famoso-daniel.shtml"","
Folha de S. Paulo,Mundo,Esquizofrênico,17.jun.2019,17/06/2019,Sim,Primeira presidente toma posse em uma Eslováquia dividida,"""",https://www1.folha.uol.com.br/mundo/2019/06/primeira-presidente-toma-posse-em-uma-eslovaquia-dividida.shtml,""",","""https://www1.folha.uol.com.br/mundo/2019/06/primeira-presidente-toma-posse-em-uma-eslovaquia-dividida.shtml"","
Folha de S. Paulo,Viaja SP,Esquizofrênico,25/05/2019,25/05/2019,Sim,"Estados Unidos são o melhor país para viajar, segundo pesquisa Datafolha","""",https://www1.folha.uol.com.br/saopaulo/viaja-sp/melhores/2019/05/1987944-estados-unidos-sao-o-melhor-pais-para-viajar-segundo-pesquisa-datafolha.shtml?origin=folha,""",","""https://www1.folha.uol.com.br/saopaulo/viaja-sp/melhores/2019/05/1987944-estados-unidos-sao-o-melhor-pais-para-viajar-segundo-pesquisa-datafolha.shtml?origin=folha"","
Folha de S. Paulo,Colunas,Esquizofrênico,4.abr.2019,04/04/2019,Sim,9 razões para amar ou detestar as feiras livres,"""",https://cozinhabruta.blogfolha.uol.com.br/2019/04/04/9-razoes-para-amar-ou-detestar-as-feiras-livres/,""",","""https://cozinhabruta.blogfolha.uol.com.br/2019/04/04/9-razoes-para-amar-ou-detestar-as-feiras-livres/"","
Folha de S. Paulo,Colunas,Esquizofrênico,30.mar.2019,30/03/2019,Sim,Cozinha era lugar de mulher em 1964,"""",https://cozinhabruta.blogfolha.uol.com.br/2019/03/30/cozinha-era-lugar-de-mulher-em-1964/,""",","""https://cozinhabruta.blogfolha.uol.com.br/2019/03/30/cozinha-era-lugar-de-mulher-em-1964/"","
Folha de S. Paulo,Colunas,Esquizofrênico,3.fev.2019,03/02/2019,Sim,Brumadinho soa sinal de alerta para Bolsonaro e sua cruzada antiambiental,"""",https://www1.folha.uol.com.br/colunas/marceloleite/2019/02/brumadinho-soa-sinal-de-alerta-para-bolsonaro-e-sua-cruzada-antiambiental.shtml,""",","""https://www1.folha.uol.com.br/colunas/marceloleite/2019/02/brumadinho-soa-sinal-de-alerta-para-bolsonaro-e-sua-cruzada-antiambiental.shtml"","
